Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Randomise questionnaire elements?,Question Key,Response
3,1603058722427,18/10/2020 22:05:22,1603058720702,-4,18/10/2020 18:05:20,24435,9,questionnaire-d7os,,7301364,116176,2130206,,complete,,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x617,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,response-accent-text,
4,1603058722427,18/10/2020 22:05:22,1603058720703,-4,18/10/2020 18:05:20,24435,9,questionnaire-d7os,,7301364,116176,2130206,,complete,,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x617,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,response-sex-1,Female
5,1603058722427,18/10/2020 22:05:22,1603058720703,-4,18/10/2020 18:05:20,24435,9,questionnaire-d7os,,7301364,116176,2130206,,complete,,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x617,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,response-ethnicity-2,Not Hispanic or Latino
6,1603058722427,18/10/2020 22:05:22,1603058720704,-4,18/10/2020 18:05:20,24435,9,questionnaire-d7os,,7301364,116176,2130206,,complete,,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x617,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,response-race-2,Asian
7,1603058722427,18/10/2020 22:05:22,1603058720704,-4,18/10/2020 18:05:20,24435,9,questionnaire-d7os,,7301364,116176,2130206,,complete,,,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x617,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,END QUESTIONNAIRE,20737
1,1602877460164,16/10/2020 19:44:20,1602877461418,-4,16/10/2020 15:44:21,24435,9,questionnaire-d7os,,7280917,113578,2124302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1504x1003,1504x892,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,BEGIN QUESTIONNAIRE,
2,1602877510641,16/10/2020 19:45:10,1602877509720,-4,16/10/2020 15:45:09,24435,9,questionnaire-d7os,,7280917,113578,2124302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1504x1003,1487x892,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,response-accent-other,Other (please specify)
3,1602877510784,16/10/2020 19:45:10,1602877509723,-4,16/10/2020 15:45:09,24435,9,questionnaire-d7os,,7280917,113578,2124302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1504x1003,1487x892,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,response-accent-text,Mid Atlantic
4,1602877510784,16/10/2020 19:45:10,1602877509723,-4,16/10/2020 15:45:09,24435,9,questionnaire-d7os,,7280917,113578,2124302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1504x1003,1487x892,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,response-sex-2,Male
5,1602877510784,16/10/2020 19:45:10,1602877509723,-4,16/10/2020 15:45:09,24435,9,questionnaire-d7os,,7280917,113578,2124302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1504x1003,1487x892,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,response-ethnicity-2,Not Hispanic or Latino
6,1602877510784,16/10/2020 19:45:10,1602877509724,-4,16/10/2020 15:45:09,24435,9,questionnaire-d7os,,7280917,113578,2124302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1504x1003,1487x892,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,response-race-5,White
7,1602877510784,16/10/2020 19:45:10,1602877509724,-4,16/10/2020 15:45:09,24435,9,questionnaire-d7os,,7280917,113578,2124302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1504x1003,1487x892,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,END QUESTIONNAIRE,48306
1,1602814233574,16/10/2020 02:10:33,1602814233489,-4,15/10/2020 22:10:33,24435,9,questionnaire-d7os,,7265557,114091,2119748,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1602814244350,16/10/2020 02:10:44,1602814244302,-4,15/10/2020 22:10:44,24435,9,questionnaire-d7os,,7265557,114091,2119748,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-1,New England
3,1602814244494,16/10/2020 02:10:44,1602814244305,-4,15/10/2020 22:10:44,24435,9,questionnaire-d7os,,7265557,114091,2119748,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-text,
4,1602814244494,16/10/2020 02:10:44,1602814244305,-4,15/10/2020 22:10:44,24435,9,questionnaire-d7os,,7265557,114091,2119748,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-sex-1,Female
5,1602814244494,16/10/2020 02:10:44,1602814244305,-4,15/10/2020 22:10:44,24435,9,questionnaire-d7os,,7265557,114091,2119748,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1602814244494,16/10/2020 02:10:44,1602814244305,-4,15/10/2020 22:10:44,24435,9,questionnaire-d7os,,7265557,114091,2119748,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-race-5,White
7,1602814244494,16/10/2020 02:10:44,1602814244305,-4,15/10/2020 22:10:44,24435,9,questionnaire-d7os,,7265557,114091,2119748,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,END QUESTIONNAIRE,10816
1,1602792991028,15/10/2020 20:16:31,1602792992738,-4,15/10/2020 16:16:32,24435,9,questionnaire-d7os,,7263532,122272,2119146,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1366x768,1366x625,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,BEGIN QUESTIONNAIRE,
2,1602793004627,15/10/2020 20:16:44,1602793005131,-4,15/10/2020 16:16:45,24435,9,questionnaire-d7os,,7263532,122272,2119146,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1366x768,1349x625,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-accent-1,New England
3,1602793005376,15/10/2020 20:16:45,1602793005138,-4,15/10/2020 16:16:45,24435,9,questionnaire-d7os,,7263532,122272,2119146,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1366x768,1349x625,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-accent-text,
4,1602793005376,15/10/2020 20:16:45,1602793005139,-4,15/10/2020 16:16:45,24435,9,questionnaire-d7os,,7263532,122272,2119146,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1366x768,1349x625,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-sex-1,Female
5,1602793005376,15/10/2020 20:16:45,1602793005142,-4,15/10/2020 16:16:45,24435,9,questionnaire-d7os,,7263532,122272,2119146,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1366x768,1349x625,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-ethnicity-2,Not Hispanic or Latino
6,1602793005376,15/10/2020 20:16:45,1602793005143,-4,15/10/2020 16:16:45,24435,9,questionnaire-d7os,,7263532,122272,2119146,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1366x768,1349x625,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-race-5,White
7,1602793005376,15/10/2020 20:16:45,1602793005143,-4,15/10/2020 16:16:45,24435,9,questionnaire-d7os,,7263532,122272,2119146,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1366x768,1349x625,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,END QUESTIONNAIRE,12406
1,1602790243165,15/10/2020 19:30:43,1602790243057,-4,15/10/2020 15:30:43,24435,9,questionnaire-d7os,,7263032,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,BEGIN QUESTIONNAIRE,
2,1602790262691,15/10/2020 19:31:02,1602790262617,-4,15/10/2020 15:31:02,24435,9,questionnaire-d7os,,7263032,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-accent-7,Do not know
3,1602790262784,15/10/2020 19:31:02,1602790262620,-4,15/10/2020 15:31:02,24435,9,questionnaire-d7os,,7263032,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-accent-text,
4,1602790262784,15/10/2020 19:31:02,1602790262620,-4,15/10/2020 15:31:02,24435,9,questionnaire-d7os,,7263032,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-sex-1,Female
5,1602790262784,15/10/2020 19:31:02,1602790262620,-4,15/10/2020 15:31:02,24435,9,questionnaire-d7os,,7263032,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-ethnicity-2,Not Hispanic or Latino
6,1602790262784,15/10/2020 19:31:02,1602790262620,-4,15/10/2020 15:31:02,24435,9,questionnaire-d7os,,7263032,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-race-5,White
7,1602790262784,15/10/2020 19:31:02,1602790262620,-4,15/10/2020 15:31:02,24435,9,questionnaire-d7os,,7263032,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,END QUESTIONNAIRE,19563
1,1602788863999,15/10/2020 19:07:43,1602788863880,-4,15/10/2020 15:07:43,24435,9,questionnaire-d7os,,7262793,113704,2118944,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1792x1120,1792x1057,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,BEGIN QUESTIONNAIRE,
2,1602788889783,15/10/2020 19:08:09,1602788889721,-4,15/10/2020 15:08:09,24435,9,questionnaire-d7os,,7262793,113704,2118944,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1792x1120,1792x1057,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-accent-1,New England
3,1602788889957,15/10/2020 19:08:09,1602788889722,-4,15/10/2020 15:08:09,24435,9,questionnaire-d7os,,7262793,113704,2118944,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1792x1120,1792x1057,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-accent-text,
4,1602788889957,15/10/2020 19:08:09,1602788889722,-4,15/10/2020 15:08:09,24435,9,questionnaire-d7os,,7262793,113704,2118944,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1792x1120,1792x1057,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-sex-1,Female
5,1602788889957,15/10/2020 19:08:09,1602788889722,-4,15/10/2020 15:08:09,24435,9,questionnaire-d7os,,7262793,113704,2118944,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1792x1120,1792x1057,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-ethnicity-2,Not Hispanic or Latino
6,1602788889957,15/10/2020 19:08:09,1602788889722,-4,15/10/2020 15:08:09,24435,9,questionnaire-d7os,,7262793,113704,2118944,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1792x1120,1792x1057,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-race-5,White
7,1602788889957,15/10/2020 19:08:09,1602788889722,-4,15/10/2020 15:08:09,24435,9,questionnaire-d7os,,7262793,113704,2118944,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1792x1120,1792x1057,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,END QUESTIONNAIRE,25842
1,1602786974295,15/10/2020 18:36:14,1602786974136,-4,15/10/2020 14:36:14,24435,9,questionnaire-d7os,,7262483,117142,2118802,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x725,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1602786987345,15/10/2020 18:36:27,1602786987215,-4,15/10/2020 14:36:27,24435,9,questionnaire-d7os,,7262483,117142,2118802,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x725,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-1,New England
3,1602786987470,15/10/2020 18:36:27,1602786987216,-4,15/10/2020 14:36:27,24435,9,questionnaire-d7os,,7262483,117142,2118802,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x725,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-text,
4,1602786987470,15/10/2020 18:36:27,1602786987216,-4,15/10/2020 14:36:27,24435,9,questionnaire-d7os,,7262483,117142,2118802,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x725,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-sex-1,Female
5,1602786987470,15/10/2020 18:36:27,1602786987216,-4,15/10/2020 14:36:27,24435,9,questionnaire-d7os,,7262483,117142,2118802,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x725,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1602786987470,15/10/2020 18:36:27,1602786987216,-4,15/10/2020 14:36:27,24435,9,questionnaire-d7os,,7262483,117142,2118802,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x725,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-race-5,White
7,1602786987470,15/10/2020 18:36:27,1602786987216,-4,15/10/2020 14:36:27,24435,9,questionnaire-d7os,,7262483,117142,2118802,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x725,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,END QUESTIONNAIRE,13081
1,1602734847398,15/10/2020 04:07:27,1602734846849,-4,15/10/2020 00:07:26,24435,9,questionnaire-d7os,,7245938,115921,2113206,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.1.2,1440x900,1440x745,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,A,,No,BEGIN QUESTIONNAIRE,
2,1602734871029,15/10/2020 04:07:51,1602734870487,-4,15/10/2020 00:07:50,24435,9,questionnaire-d7os,,7245938,115921,2113206,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.1.2,1440x900,1425x745,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,A,,No,response-accent-1,New England
3,1602734871203,15/10/2020 04:07:51,1602734870489,-4,15/10/2020 00:07:50,24435,9,questionnaire-d7os,,7245938,115921,2113206,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.1.2,1440x900,1425x745,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,A,,No,response-accent-text,
4,1602734871203,15/10/2020 04:07:51,1602734870489,-4,15/10/2020 00:07:50,24435,9,questionnaire-d7os,,7245938,115921,2113206,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.1.2,1440x900,1425x745,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,A,,No,response-sex-1,Female
5,1602734871203,15/10/2020 04:07:51,1602734870489,-4,15/10/2020 00:07:50,24435,9,questionnaire-d7os,,7245938,115921,2113206,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.1.2,1440x900,1425x745,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,A,,No,response-ethnicity-2,Not Hispanic or Latino
6,1602734871203,15/10/2020 04:07:51,1602734870489,-4,15/10/2020 00:07:50,24435,9,questionnaire-d7os,,7245938,115921,2113206,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.1.2,1440x900,1425x745,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,A,,No,response-race-4,Black or African American
7,1602734871203,15/10/2020 04:07:51,1602734870489,-4,15/10/2020 00:07:50,24435,9,questionnaire-d7os,,7245938,115921,2113206,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.1.2,1440x900,1425x745,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,A,,No,END QUESTIONNAIRE,23640
1,1602696523005,14/10/2020 17:28:43,1602696521660,-4,14/10/2020 13:28:41,24435,9,questionnaire-d7os,,7239589,120706,2111158,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 86.0.4240.75,1440x900,1358x701,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,BEGIN QUESTIONNAIRE,
2,1602696553914,14/10/2020 17:29:13,1602696552604,-4,14/10/2020 13:29:12,24435,9,questionnaire-d7os,,7239589,120706,2111158,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 86.0.4240.75,1440x900,1358x701,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,response-accent-1,New England
3,1602696554023,14/10/2020 17:29:14,1602696552606,-4,14/10/2020 13:29:12,24435,9,questionnaire-d7os,,7239589,120706,2111158,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 86.0.4240.75,1440x900,1358x701,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,response-accent-text,
4,1602696554023,14/10/2020 17:29:14,1602696552606,-4,14/10/2020 13:29:12,24435,9,questionnaire-d7os,,7239589,120706,2111158,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 86.0.4240.75,1440x900,1358x701,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,response-sex-1,Female
5,1602696554023,14/10/2020 17:29:14,1602696552606,-4,14/10/2020 13:29:12,24435,9,questionnaire-d7os,,7239589,120706,2111158,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 86.0.4240.75,1440x900,1358x701,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,response-ethnicity-2,Not Hispanic or Latino
6,1602696554023,14/10/2020 17:29:14,1602696552606,-4,14/10/2020 13:29:12,24435,9,questionnaire-d7os,,7239589,120706,2111158,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 86.0.4240.75,1440x900,1358x701,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,response-race-5,White
7,1602696554023,14/10/2020 17:29:14,1602696552606,-4,14/10/2020 13:29:12,24435,9,questionnaire-d7os,,7239589,120706,2111158,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 86.0.4240.75,1440x900,1358x701,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,END QUESTIONNAIRE,30946
1,1602603065475,13/10/2020 15:31:05,1602603065044,-4,13/10/2020 11:31:05,24435,9,questionnaire-d7os,,7207393,118639,2100685,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,C,No,BEGIN QUESTIONNAIRE,
2,1602603082787,13/10/2020 15:31:22,1602603082060,-4,13/10/2020 11:31:22,24435,9,questionnaire-d7os,,7207393,118639,2100685,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,C,No,response-accent-1,New England
3,1602603083021,13/10/2020 15:31:23,1602603082061,-4,13/10/2020 11:31:22,24435,9,questionnaire-d7os,,7207393,118639,2100685,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,C,No,response-accent-text,
4,1602603083021,13/10/2020 15:31:23,1602603082061,-4,13/10/2020 11:31:22,24435,9,questionnaire-d7os,,7207393,118639,2100685,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,C,No,response-sex-1,Female
5,1602603083021,13/10/2020 15:31:23,1602603082061,-4,13/10/2020 11:31:22,24435,9,questionnaire-d7os,,7207393,118639,2100685,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,C,No,response-ethnicity-2,Not Hispanic or Latino
6,1602603083021,13/10/2020 15:31:23,1602603082061,-4,13/10/2020 11:31:22,24435,9,questionnaire-d7os,,7207393,118639,2100685,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,C,No,response-race-5,White
7,1602603083021,13/10/2020 15:31:23,1602603082062,-4,13/10/2020 11:31:22,24435,9,questionnaire-d7os,,7207393,118639,2100685,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,C,No,END QUESTIONNAIRE,17018
1,1602266771046,09/10/2020 18:06:11,1602266770930,-4,09/10/2020 14:06:10,24435,9,questionnaire-d7os,,7147659,118252,2079279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x736,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,BEGIN QUESTIONNAIRE,
2,1602266786398,09/10/2020 18:06:26,1602266786339,-4,09/10/2020 14:06:26,24435,9,questionnaire-d7os,,7147659,118252,2079279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x736,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-accent-1,New England
3,1602266786523,09/10/2020 18:06:26,1602266786341,-4,09/10/2020 14:06:26,24435,9,questionnaire-d7os,,7147659,118252,2079279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x736,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-accent-text,
4,1602266786523,09/10/2020 18:06:26,1602266786341,-4,09/10/2020 14:06:26,24435,9,questionnaire-d7os,,7147659,118252,2079279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x736,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-sex-1,Female
5,1602266786523,09/10/2020 18:06:26,1602266786341,-4,09/10/2020 14:06:26,24435,9,questionnaire-d7os,,7147659,118252,2079279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x736,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-ethnicity-2,Not Hispanic or Latino
6,1602266786523,09/10/2020 18:06:26,1602266786341,-4,09/10/2020 14:06:26,24435,9,questionnaire-d7os,,7147659,118252,2079279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x736,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-race-4,Black or African American
7,1602266786523,09/10/2020 18:06:26,1602266786341,-4,09/10/2020 14:06:26,24435,9,questionnaire-d7os,,7147659,118252,2079279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x736,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,END QUESTIONNAIRE,15412
1,1602250642291,09/10/2020 13:37:22,1602250642184,-4,09/10/2020 09:37:22,24435,9,questionnaire-d7os,,7143698,117955,2077651,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x757,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,C,No,BEGIN QUESTIONNAIRE,
2,1602250653769,09/10/2020 13:37:33,1602250653708,-4,09/10/2020 09:37:33,24435,9,questionnaire-d7os,,7143698,117955,2077651,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1583x757,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,C,No,response-accent-1,New England
3,1602250653941,09/10/2020 13:37:33,1602250653710,-4,09/10/2020 09:37:33,24435,9,questionnaire-d7os,,7143698,117955,2077651,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1583x757,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,C,No,response-accent-text,
4,1602250653941,09/10/2020 13:37:33,1602250653710,-4,09/10/2020 09:37:33,24435,9,questionnaire-d7os,,7143698,117955,2077651,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1583x757,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,C,No,response-sex-1,Female
