Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Randomise questionnaire elements?,Question Key,Response
5,1602250653941,09/10/2020 13:37:33,1602250653710,-4,09/10/2020 09:37:33,24435,9,questionnaire-d7os,,7143698,117955,2077651,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1583x757,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,C,No,response-ethnicity-2,Not Hispanic or Latino
6,1602250653941,09/10/2020 13:37:33,1602250653711,-4,09/10/2020 09:37:33,24435,9,questionnaire-d7os,,7143698,117955,2077651,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1583x757,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,C,No,response-race-2,Asian
7,1602250653941,09/10/2020 13:37:33,1602250653711,-4,09/10/2020 09:37:33,24435,9,questionnaire-d7os,,7143698,117955,2077651,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1583x757,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,C,No,END QUESTIONNAIRE,11527
1,1602207926826,09/10/2020 01:45:26,1602207926636,-4,08/10/2020 21:45:26,24435,9,questionnaire-d7os,,7138624,117217,2075454,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,BEGIN QUESTIONNAIRE,
2,1602207949867,09/10/2020 01:45:49,1602207949718,-4,08/10/2020 21:45:49,24435,9,questionnaire-d7os,,7138624,117217,2075454,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-accent-1,New England
3,1602207950039,09/10/2020 01:45:50,1602207949719,-4,08/10/2020 21:45:49,24435,9,questionnaire-d7os,,7138624,117217,2075454,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-accent-text,
4,1602207950039,09/10/2020 01:45:50,1602207949719,-4,08/10/2020 21:45:49,24435,9,questionnaire-d7os,,7138624,117217,2075454,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-sex-1,Female
5,1602207950039,09/10/2020 01:45:50,1602207949720,-4,08/10/2020 21:45:49,24435,9,questionnaire-d7os,,7138624,117217,2075454,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-ethnicity-2,Not Hispanic or Latino
6,1602207950039,09/10/2020 01:45:50,1602207949720,-4,08/10/2020 21:45:49,24435,9,questionnaire-d7os,,7138624,117217,2075454,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-race-5,White
7,1602207950039,09/10/2020 01:45:50,1602207949720,-4,08/10/2020 21:45:49,24435,9,questionnaire-d7os,,7138624,117217,2075454,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,END QUESTIONNAIRE,23084
1,1602179392599,08/10/2020 17:49:52,1602179390340,-4,08/10/2020 13:49:50,24435,9,questionnaire-d7os,,7134325,116104,2074272,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1602179406670,08/10/2020 17:50:06,1602179404598,-4,08/10/2020 13:50:04,24435,9,questionnaire-d7os,,7134325,116104,2074272,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-1,New England
3,1602179406811,08/10/2020 17:50:06,1602179404599,-4,08/10/2020 13:50:04,24435,9,questionnaire-d7os,,7134325,116104,2074272,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-text,
4,1602179406811,08/10/2020 17:50:06,1602179404600,-4,08/10/2020 13:50:04,24435,9,questionnaire-d7os,,7134325,116104,2074272,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-sex-2,Male
5,1602179406811,08/10/2020 17:50:06,1602179404600,-4,08/10/2020 13:50:04,24435,9,questionnaire-d7os,,7134325,116104,2074272,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1602179406811,08/10/2020 17:50:06,1602179404600,-4,08/10/2020 13:50:04,24435,9,questionnaire-d7os,,7134325,116104,2074272,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-race-5,White
7,1602179406811,08/10/2020 17:50:06,1602179404600,-4,08/10/2020 13:50:04,24435,9,questionnaire-d7os,,7134325,116104,2074272,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1519x722,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,END QUESTIONNAIRE,14260
1,1602174190722,08/10/2020 16:23:10,1602174190600,-4,08/10/2020 12:23:10,24435,9,questionnaire-d7os,,7133005,122017,2072890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1440x705,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,BEGIN QUESTIONNAIRE,
2,1602174203437,08/10/2020 16:23:23,1602174203372,-4,08/10/2020 12:23:23,24435,9,questionnaire-d7os,,7133005,122017,2072890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1440x705,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,response-accent-1,New England
3,1602174203562,08/10/2020 16:23:23,1602174203374,-4,08/10/2020 12:23:23,24435,9,questionnaire-d7os,,7133005,122017,2072890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1440x705,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,response-accent-text,
4,1602174203562,08/10/2020 16:23:23,1602174203374,-4,08/10/2020 12:23:23,24435,9,questionnaire-d7os,,7133005,122017,2072890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1440x705,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,response-sex-1,Female
5,1602174203562,08/10/2020 16:23:23,1602174203374,-4,08/10/2020 12:23:23,24435,9,questionnaire-d7os,,7133005,122017,2072890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1440x705,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,response-ethnicity-2,Not Hispanic or Latino
6,1602174203562,08/10/2020 16:23:23,1602174203374,-4,08/10/2020 12:23:23,24435,9,questionnaire-d7os,,7133005,122017,2072890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1440x705,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,response-race-5,White
7,1602174203562,08/10/2020 16:23:23,1602174203374,-4,08/10/2020 12:23:23,24435,9,questionnaire-d7os,,7133005,122017,2072890,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1440x705,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,A,,No,END QUESTIONNAIRE,12775
1,1602120774733,08/10/2020 01:32:54,1602120774456,-4,07/10/2020 21:32:54,24435,9,questionnaire-d7os,,7118776,114520,2067660,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1415x814,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,BEGIN QUESTIONNAIRE,
2,1602120785012,08/10/2020 01:33:05,1602120784798,-4,07/10/2020 21:33:04,24435,9,questionnaire-d7os,,7118776,114520,2067660,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1415x814,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,response-accent-1,New England
3,1602120785121,08/10/2020 01:33:05,1602120784802,-4,07/10/2020 21:33:04,24435,9,questionnaire-d7os,,7118776,114520,2067660,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1415x814,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,response-accent-text,
4,1602120785121,08/10/2020 01:33:05,1602120784803,-4,07/10/2020 21:33:04,24435,9,questionnaire-d7os,,7118776,114520,2067660,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1415x814,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,response-sex-2,Male
5,1602120785121,08/10/2020 01:33:05,1602120784803,-4,07/10/2020 21:33:04,24435,9,questionnaire-d7os,,7118776,114520,2067660,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1415x814,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,response-ethnicity-2,Not Hispanic or Latino
6,1602120785121,08/10/2020 01:33:05,1602120784803,-4,07/10/2020 21:33:04,24435,9,questionnaire-d7os,,7118776,114520,2067660,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1415x814,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,response-race-4,Black or African American
7,1602120785121,08/10/2020 01:33:05,1602120784803,-4,07/10/2020 21:33:04,24435,9,questionnaire-d7os,,7118776,114520,2067660,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1415x814,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,END QUESTIONNAIRE,10347
1,1602101526637,07/10/2020 20:12:06,1602101526927,-4,07/10/2020 16:12:06,24435,9,questionnaire-d7os,,7116868,117958,2066908,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x657,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,BEGIN QUESTIONNAIRE,
2,1602101541404,07/10/2020 20:12:21,1602101541745,-4,07/10/2020 16:12:21,24435,9,questionnaire-d7os,,7116868,117958,2066908,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,response-accent-1,New England
3,1602101541513,07/10/2020 20:12:21,1602101541747,-4,07/10/2020 16:12:21,24435,9,questionnaire-d7os,,7116868,117958,2066908,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,response-accent-text,
4,1602101541513,07/10/2020 20:12:21,1602101541747,-4,07/10/2020 16:12:21,24435,9,questionnaire-d7os,,7116868,117958,2066908,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,response-sex-1,Female
5,1602101541513,07/10/2020 20:12:21,1602101541747,-4,07/10/2020 16:12:21,24435,9,questionnaire-d7os,,7116868,117958,2066908,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,response-ethnicity-2,Not Hispanic or Latino
6,1602101541513,07/10/2020 20:12:21,1602101541747,-4,07/10/2020 16:12:21,24435,9,questionnaire-d7os,,7116868,117958,2066908,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,response-race-5,White
7,1602101541513,07/10/2020 20:12:21,1602101541747,-4,07/10/2020 16:12:21,24435,9,questionnaire-d7os,,7116868,117958,2066908,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,D,No,END QUESTIONNAIRE,14821
1,1601954384881,06/10/2020 03:19:44,1601954384751,-4,05/10/2020 23:19:44,24435,9,questionnaire-d7os,,7086044,113134,2053972,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,834x1112,1112x731,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,BEGIN QUESTIONNAIRE,
2,1601954405655,06/10/2020 03:20:05,1601954405569,-4,05/10/2020 23:20:05,24435,9,questionnaire-d7os,,7086044,113134,2053972,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,834x1112,1112x731,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-accent-1,New England
3,1601954405798,06/10/2020 03:20:05,1601954405570,-4,05/10/2020 23:20:05,24435,9,questionnaire-d7os,,7086044,113134,2053972,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,834x1112,1112x731,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-accent-text,
4,1601954405798,06/10/2020 03:20:05,1601954405570,-4,05/10/2020 23:20:05,24435,9,questionnaire-d7os,,7086044,113134,2053972,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,834x1112,1112x731,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-sex-1,Female
5,1601954405798,06/10/2020 03:20:05,1601954405570,-4,05/10/2020 23:20:05,24435,9,questionnaire-d7os,,7086044,113134,2053972,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,834x1112,1112x731,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-ethnicity-2,Not Hispanic or Latino
6,1601954405798,06/10/2020 03:20:05,1601954405570,-4,05/10/2020 23:20:05,24435,9,questionnaire-d7os,,7086044,113134,2053972,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,834x1112,1112x731,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-race-5,White
7,1601954405798,06/10/2020 03:20:05,1601954405570,-4,05/10/2020 23:20:05,24435,9,questionnaire-d7os,,7086044,113134,2053972,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,834x1112,1112x731,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,END QUESTIONNAIRE,20820
1,1601947264635,06/10/2020 01:21:04,1601947264537,-4,05/10/2020 21:21:04,24435,9,questionnaire-d7os,,7085708,115819,2053828,,complete,,,mobile,Apple iPhone,iOS 14.0.1,Mobile Safari 14.0,414x896,800x414,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1601947277855,06/10/2020 01:21:17,1601947277809,-4,05/10/2020 21:21:17,24435,9,questionnaire-d7os,,7085708,115819,2053828,,complete,,,mobile,Apple iPhone,iOS 14.0.1,Mobile Safari 14.0,414x896,800x414,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,response-accent-1,New England
3,1601947278027,06/10/2020 01:21:18,1601947277812,-4,05/10/2020 21:21:17,24435,9,questionnaire-d7os,,7085708,115819,2053828,,complete,,,mobile,Apple iPhone,iOS 14.0.1,Mobile Safari 14.0,414x896,800x414,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,response-accent-text,
4,1601947278027,06/10/2020 01:21:18,1601947277812,-4,05/10/2020 21:21:17,24435,9,questionnaire-d7os,,7085708,115819,2053828,,complete,,,mobile,Apple iPhone,iOS 14.0.1,Mobile Safari 14.0,414x896,800x414,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,response-sex-1,Female
5,1601947278027,06/10/2020 01:21:18,1601947277812,-4,05/10/2020 21:21:17,24435,9,questionnaire-d7os,,7085708,115819,2053828,,complete,,,mobile,Apple iPhone,iOS 14.0.1,Mobile Safari 14.0,414x896,800x414,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1601947278027,06/10/2020 01:21:18,1601947277812,-4,05/10/2020 21:21:17,24435,9,questionnaire-d7os,,7085708,115819,2053828,,complete,,,mobile,Apple iPhone,iOS 14.0.1,Mobile Safari 14.0,414x896,800x414,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,response-race-5,White
7,1601947278027,06/10/2020 01:21:18,1601947277812,-4,05/10/2020 21:21:17,24435,9,questionnaire-d7os,,7085708,115819,2053828,,complete,,,mobile,Apple iPhone,iOS 14.0.1,Mobile Safari 14.0,414x896,800x414,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,END QUESTIONNAIRE,13275
1,1601919124363,05/10/2020 17:32:04,1601919128752,-4,05/10/2020 13:32:08,24435,9,questionnaire-d7os,,7082233,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,BEGIN QUESTIONNAIRE,
2,1601919138684,05/10/2020 17:32:18,1601919143196,-4,05/10/2020 13:32:23,24435,9,questionnaire-d7os,,7082233,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,response-accent-1,New England
3,1601919138793,05/10/2020 17:32:18,1601919143197,-4,05/10/2020 13:32:23,24435,9,questionnaire-d7os,,7082233,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,response-accent-text,
4,1601919138793,05/10/2020 17:32:18,1601919143197,-4,05/10/2020 13:32:23,24435,9,questionnaire-d7os,,7082233,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,response-sex-1,Female
5,1601919138793,05/10/2020 17:32:18,1601919143198,-4,05/10/2020 13:32:23,24435,9,questionnaire-d7os,,7082233,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,response-ethnicity-2,Not Hispanic or Latino
6,1601919138793,05/10/2020 17:32:18,1601919143198,-4,05/10/2020 13:32:23,24435,9,questionnaire-d7os,,7082233,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,response-race-5,White
7,1601919138793,05/10/2020 17:32:18,1601919143198,-4,05/10/2020 13:32:23,24435,9,questionnaire-d7os,,7082233,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,END QUESTIONNAIRE,14446
1,1601913847936,05/10/2020 16:04:07,1601913847298,-4,05/10/2020 12:04:07,24435,9,questionnaire-d7os,,7080966,115423,2051924,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1500x1000,1500x890,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,BEGIN QUESTIONNAIRE,
2,1601913866198,05/10/2020 16:04:26,1601913865627,-4,05/10/2020 12:04:25,24435,9,questionnaire-d7os,,7080966,115423,2051924,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1500x1000,1483x890,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-accent-1,New England
3,1601913866354,05/10/2020 16:04:26,1601913865629,-4,05/10/2020 12:04:25,24435,9,questionnaire-d7os,,7080966,115423,2051924,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1500x1000,1483x890,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-accent-7,Do not know
4,1601913866354,05/10/2020 16:04:26,1601913865629,-4,05/10/2020 12:04:25,24435,9,questionnaire-d7os,,7080966,115423,2051924,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1500x1000,1483x890,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-accent-text,
5,1601913866354,05/10/2020 16:04:26,1601913865630,-4,05/10/2020 12:04:25,24435,9,questionnaire-d7os,,7080966,115423,2051924,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1500x1000,1483x890,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-sex-1,Female
6,1601913866354,05/10/2020 16:04:26,1601913865630,-4,05/10/2020 12:04:25,24435,9,questionnaire-d7os,,7080966,115423,2051924,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1500x1000,1483x890,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-ethnicity-2,Not Hispanic or Latino
7,1601913866354,05/10/2020 16:04:26,1601913865630,-4,05/10/2020 12:04:25,24435,9,questionnaire-d7os,,7080966,115423,2051924,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1500x1000,1483x890,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-race-2,Asian
8,1601913866354,05/10/2020 16:04:26,1601913865630,-4,05/10/2020 12:04:25,24435,9,questionnaire-d7os,,7080966,115423,2051924,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1500x1000,1483x890,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,END QUESTIONNAIRE,18332
1,1601903915034,05/10/2020 13:18:35,1601903914401,-4,05/10/2020 09:18:34,24435,9,questionnaire-d7os,,7078502,117445,2050876,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 81.0,2048x1152,1234x1005,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,BEGIN QUESTIONNAIRE,
2,1601903926478,05/10/2020 13:18:46,1601903925932,-4,05/10/2020 09:18:45,24435,9,questionnaire-d7os,,7078502,117445,2050876,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 81.0,2048x1152,1234x1005,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-accent-7,Do not know
3,1601903926650,05/10/2020 13:18:46,1601903925935,-4,05/10/2020 09:18:45,24435,9,questionnaire-d7os,,7078502,117445,2050876,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 81.0,2048x1152,1234x1005,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-accent-text,
4,1601903926650,05/10/2020 13:18:46,1601903925935,-4,05/10/2020 09:18:45,24435,9,questionnaire-d7os,,7078502,117445,2050876,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 81.0,2048x1152,1234x1005,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-sex-2,Male
5,1601903926650,05/10/2020 13:18:46,1601903925936,-4,05/10/2020 09:18:45,24435,9,questionnaire-d7os,,7078502,117445,2050876,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 81.0,2048x1152,1234x1005,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-ethnicity-2,Not Hispanic or Latino
6,1601903926650,05/10/2020 13:18:46,1601903925936,-4,05/10/2020 09:18:45,24435,9,questionnaire-d7os,,7078502,117445,2050876,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 81.0,2048x1152,1234x1005,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-race-2,Asian
7,1601903926650,05/10/2020 13:18:46,1601903925936,-4,05/10/2020 09:18:45,24435,9,questionnaire-d7os,,7078502,117445,2050876,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 81.0,2048x1152,1234x1005,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,END QUESTIONNAIRE,11536
1,1601841220078,04/10/2020 19:53:40,1601841220001,-4,04/10/2020 15:53:40,24435,9,questionnaire-d7os,,7069563,117598,2047176,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,BEGIN QUESTIONNAIRE,
2,1601841230981,04/10/2020 19:53:50,1601841230925,-4,04/10/2020 15:53:50,24435,9,questionnaire-d7os,,7069563,117598,2047176,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,response-accent-1,New England
3,1601841231106,04/10/2020 19:53:51,1601841230927,-4,04/10/2020 15:53:50,24435,9,questionnaire-d7os,,7069563,117598,2047176,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,response-accent-text,
4,1601841231106,04/10/2020 19:53:51,1601841230928,-4,04/10/2020 15:53:50,24435,9,questionnaire-d7os,,7069563,117598,2047176,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,response-sex-1,Female
5,1601841231106,04/10/2020 19:53:51,1601841230928,-4,04/10/2020 15:53:50,24435,9,questionnaire-d7os,,7069563,117598,2047176,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,response-ethnicity-2,Not Hispanic or Latino
6,1601841231106,04/10/2020 19:53:51,1601841230928,-4,04/10/2020 15:53:50,24435,9,questionnaire-d7os,,7069563,117598,2047176,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,response-race-5,White
