Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
118,1605401745298,15/11/2020 00:55:45,1605401745222,-5,14/11/2020 19:55:45,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,39,38,1,Trial,Zone3,response_keyboard_single,513.6650000349618,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
119,1605401746776,15/11/2020 00:55:46,1605401746694,-5,14/11/2020 19:55:46,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,39,38,1,Trial,Zone1,timelimit_screen,2000.4709999999905,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
120,1605401746900,15/11/2020 00:55:46,1605401746705,-5,14/11/2020 19:55:46,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,40,39,1,Trial,Zone5,content_web_audio,0.6149999680928886,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
121,1605401747416,15/11/2020 00:55:47,1605401747309,-5,14/11/2020 19:55:47,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,40,39,1,Trial,Zone3,response_keyboard_single,604.5249999733642,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
122,1605401748791,15/11/2020 00:55:48,1605401748695,-5,14/11/2020 19:55:48,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,40,39,1,Trial,Zone1,timelimit_screen,2000.0400000000081,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
123,1605401749182,15/11/2020 00:55:49,1605401748706,-5,14/11/2020 19:55:48,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,41,40,1,Trial,Zone5,content_web_audio,0.8299999753944576,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
124,1605401749322,15/11/2020 00:55:49,1605401749235,-5,14/11/2020 19:55:49,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,41,40,1,Trial,Zone4,response_keyboard_single,529.3449999880977,,,j,1,1,0,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
125,1605401750783,15/11/2020 00:55:50,1605401750695,-5,14/11/2020 19:55:50,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,41,40,1,Trial,Zone1,timelimit_screen,2000.0400000000081,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
126,1605401759233,15/11/2020 00:55:59,1605401759137,-5,14/11/2020 19:55:59,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,42,1,1,Break,Zone1,continue_keyboard,8432.075000018813,,,,,0,1,0,,,,,,Break,,,,,,
127,1605401759374,15/11/2020 00:55:59,1605401759157,-5,14/11/2020 19:55:59,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,43,41,1,Trial,Zone5,content_web_audio,0.7200000109151006,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
128,1605401760035,15/11/2020 00:56:00,1605401759963,-5,14/11/2020 19:55:59,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,43,41,1,Trial,Zone3,response_keyboard_single,807.4199999682605,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
129,1605401761207,15/11/2020 00:56:01,1605401761128,-5,14/11/2020 19:56:01,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,43,41,1,Trial,Zone1,timelimit_screen,2000.5449999999837,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,blocked,m160
130,1605401761322,15/11/2020 00:56:01,1605401761141,-5,14/11/2020 19:56:01,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,44,42,1,Trial,Zone5,content_web_audio,0.8549999911338091,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
131,1605401761682,15/11/2020 00:56:01,1605401761603,-5,14/11/2020 19:56:01,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,44,42,1,Trial,Zone4,response_keyboard_single,462.46499998960644,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
132,1605401763206,15/11/2020 00:56:03,1605401763127,-5,14/11/2020 19:56:03,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,44,42,1,Trial,Zone1,timelimit_screen,2000.0400000000081,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,blocked,m160
133,1605401763331,15/11/2020 00:56:03,1605401763146,-5,14/11/2020 19:56:03,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,45,43,1,Trial,Zone5,content_web_audio,0.9750000317580998,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
134,1605401763768,15/11/2020 00:56:03,1605401763691,-5,14/11/2020 19:56:03,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,45,43,1,Trial,Zone4,response_keyboard_single,546.8450000043958,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
135,1605401765222,15/11/2020 00:56:05,1605401765130,-5,14/11/2020 19:56:05,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,45,43,1,Trial,Zone1,timelimit_screen,2000.0400000000081,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,blocked,m160
136,1605401765347,15/11/2020 00:56:05,1605401765144,-5,14/11/2020 19:56:05,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,46,44,1,Trial,Zone5,content_web_audio,1.180000021122396,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
137,1605401765691,15/11/2020 00:56:05,1605401765613,-5,14/11/2020 19:56:05,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,46,44,1,Trial,Zone4,response_keyboard_single,470.0050000101328,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
138,1605401767238,15/11/2020 00:56:07,1605401767129,-5,14/11/2020 19:56:07,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,46,44,1,Trial,Zone1,timelimit_screen,2000.5309999999881,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,blocked,m160
139,1605401767363,15/11/2020 00:56:07,1605401767142,-5,14/11/2020 19:56:07,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,47,45,1,Trial,Zone5,content_web_audio,0.7099999929778278,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
140,1605401767738,15/11/2020 00:56:07,1605401767664,-5,14/11/2020 19:56:07,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,47,45,1,Trial,Zone3,response_keyboard_single,521.8199999653734,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
141,1605401769225,15/11/2020 00:56:09,1605401769130,-5,14/11/2020 19:56:09,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,47,45,1,Trial,Zone1,timelimit_screen,2000.0400000000081,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,blocked,m160
142,1605401769351,15/11/2020 00:56:09,1605401769143,-5,14/11/2020 19:56:09,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,48,46,1,Trial,Zone5,content_web_audio,0.7099999929778278,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
143,1605401769745,15/11/2020 00:56:09,1605401769658,-5,14/11/2020 19:56:09,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,48,46,1,Trial,Zone3,response_keyboard_single,515.7449999824166,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
144,1605401771213,15/11/2020 00:56:11,1605401771129,-5,14/11/2020 19:56:11,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,48,46,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,blocked,m160
145,1605401771338,15/11/2020 00:56:11,1605401771144,-5,14/11/2020 19:56:11,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,49,47,1,Trial,Zone5,content_web_audio,0.8999999845400453,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
146,1605401771729,15/11/2020 00:56:11,1605401771651,-5,14/11/2020 19:56:11,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,49,47,1,Trial,Zone4,response_keyboard_single,507.67999998060986,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
147,1605401773208,15/11/2020 00:56:13,1605401773129,-5,14/11/2020 19:56:13,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,49,47,1,Trial,Zone1,timelimit_screen,2000.0400000000081,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,blocked,m160
148,1605401773333,15/11/2020 00:56:13,1605401773142,-5,14/11/2020 19:56:13,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,50,48,1,Trial,Zone5,content_web_audio,0.6750000175088644,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
149,1605401773676,15/11/2020 00:56:13,1605401773596,-5,14/11/2020 19:56:13,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,50,48,1,Trial,Zone4,response_keyboard_single,454.06000001821667,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
150,1605401775208,15/11/2020 00:56:15,1605401775129,-5,14/11/2020 19:56:15,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,50,48,1,Trial,Zone1,timelimit_screen,2000.0400000000081,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,blocked,m160
151,1605401775317,15/11/2020 00:56:15,1605401775143,-5,14/11/2020 19:56:15,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,51,49,1,Trial,Zone5,content_web_audio,0.8150000358000398,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
152,1605401775708,15/11/2020 00:56:15,1605401775627,-5,14/11/2020 19:56:15,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,51,49,1,Trial,Zone4,response_keyboard_single,484.73000002559274,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
153,1605401777208,15/11/2020 00:56:17,1605401777130,-5,14/11/2020 19:56:17,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,51,49,1,Trial,Zone1,timelimit_screen,2000.5769999999902,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,blocked,m160
154,1605401777333,15/11/2020 00:56:17,1605401777141,-5,14/11/2020 19:56:17,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,52,50,1,Trial,Zone5,content_web_audio,0.6350000039674342,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
155,1605401777770,15/11/2020 00:56:17,1605401777680,-5,14/11/2020 19:56:17,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,52,50,1,Trial,Zone3,response_keyboard_single,539.8300000233576,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
156,1605401779231,15/11/2020 00:56:19,1605401779129,-5,14/11/2020 19:56:19,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,52,50,1,Trial,Zone1,timelimit_screen,2000.0400000000081,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,blocked,m160
157,1605401779358,15/11/2020 00:56:19,1605401779144,-5,14/11/2020 19:56:19,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,53,51,1,Trial,Zone5,content_web_audio,0.750000006519258,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
158,1605401779718,15/11/2020 00:56:19,1605401779638,-5,14/11/2020 19:56:19,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,53,51,1,Trial,Zone4,response_keyboard_single,494.5399999851361,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
159,1605401781221,15/11/2020 00:56:21,1605401781131,-5,14/11/2020 19:56:21,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,53,51,1,Trial,Zone1,timelimit_screen,2000.0400000000081,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,blocked,m160
160,1605401781347,15/11/2020 00:56:21,1605401781142,-5,14/11/2020 19:56:21,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,54,52,1,Trial,Zone5,content_web_audio,0.6949999951757491,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
161,1605401781695,15/11/2020 00:56:21,1605401781610,-5,14/11/2020 19:56:21,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,54,52,1,Trial,Zone3,response_keyboard_single,468.3400000212714,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
162,1605401783367,15/11/2020 00:56:23,1605401783131,-5,14/11/2020 19:56:23,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,54,52,1,Trial,Zone1,timelimit_screen,2000.039999999979,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,blocked,m160
163,1605401783477,15/11/2020 00:56:23,1605401783144,-5,14/11/2020 19:56:23,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,55,53,1,Trial,Zone5,content_web_audio,0.6850000354461372,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
164,1605401783695,15/11/2020 00:56:23,1605401783617,-5,14/11/2020 19:56:23,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,55,53,1,Trial,Zone4,response_keyboard_single,474.0200000233017,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
165,1605401785211,15/11/2020 00:56:25,1605401785131,-5,14/11/2020 19:56:25,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,55,53,1,Trial,Zone1,timelimit_screen,2000.0400000000081,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,blocked,m160
166,1605401785320,15/11/2020 00:56:25,1605401785143,-5,14/11/2020 19:56:25,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,56,54,1,Trial,Zone5,content_web_audio,0.6699999794363976,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
167,1605401785805,15/11/2020 00:56:25,1605401785714,-5,14/11/2020 19:56:25,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,56,54,1,Trial,Zone3,response_keyboard_single,571.4999999618158,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
168,1605401787214,15/11/2020 00:56:27,1605401787131,-5,14/11/2020 19:56:27,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,56,54,1,Trial,Zone1,timelimit_screen,2000.6350000000093,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,blocked,m160
169,1605401787323,15/11/2020 00:56:27,1605401787143,-5,14/11/2020 19:56:27,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,57,55,1,Trial,Zone5,content_web_audio,0.6249999860301614,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
170,1605401787730,15/11/2020 00:56:27,1605401787652,-5,14/11/2020 19:56:27,24435,13,task-oa7g,,7795092,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,57,55,1,Trial,Zone3,response_keyboard_single,509.19999997131526,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
